# NR     X       Y     V    eV    I    eI    Ha   eHa   LgT eLgT   LgL eLgL  LgHa   EW   Mass Age LgMdot
 916 3507.62 3280.97 21.14 0.04 20.26 0.02 18.94 0.17  3.73 0.03  0.95 0.07 -1.40  -45.7 2.0  0.9 -6.84
 917 3509.94 2633.00 19.69 0.03 19.79 0.06 18.07 0.19  4.08 0.16  1.70 0.17 -1.03  -55.5 2.4 13.1 -6.87
 918 3510.09  897.27 19.10 0.02 19.21 0.02 18.52 0.14  4.09 0.15  1.96 0.16 -1.47  -11.0 2.9 10.7 -7.27
 919 3510.37 3177.08 20.14 0.05 20.04 0.06 19.07 0.19  3.94 0.04  1.28 0.07 -1.55  -21.9 1.9  6.2 -7.21
 920 3510.90  367.22 18.75 0.02 18.60 0.02 17.57 0.13  3.92 0.03  1.83 0.07 -0.94  -23.7 2.7  2.0 -6.45
 921 3511.53 2614.27 20.51 0.05 19.57 0.07 18.45 0.16  3.72 0.03  1.22 0.07 -1.23  -35.7 2.4  0.5 -6.59
 922 3512.58 2846.32 18.28 0.02 18.54 0.02 16.91 0.15  4.32 0.17  2.84 0.18 -0.58  -45.8 4.7  5.6 -6.64
 923 3513.50 4077.12 23.71 0.09 22.75 0.03 20.05 0.19  3.72 0.03 -0.05 0.07 -1.74 -215.2 1.0 14.3 -7.36
 924 3516.08 2052.03 21.45 0.05 20.50 0.04 18.82 0.20  3.72 0.03  0.85 0.07 -1.31  -72.8 1.9  1.0 -6.74
 925 3516.43 2015.10 22.87 0.06 21.80 0.05 18.86 0.18  3.69 0.03  0.32 0.07 -1.26 -279.0 1.3  2.4 -6.75
 926 3517.66 3917.48 20.60 0.09 19.84 0.01 18.89 0.18  3.77 0.04  1.14 0.07 -1.45  -25.5 2.2  2.2 -6.92
 927 3517.99 2740.77 19.71 0.07 19.65 0.04 18.78 0.18  3.95 0.05  1.47 0.08 -1.45  -19.8 2.1  4.3 -7.10
 928 3518.49  245.41 19.90 0.03 19.48 0.03 17.39 0.16  3.86 0.03  1.38 0.07 -0.71  -97.4 2.1  3.5 -6.21
 929 3519.18 2837.95 17.51 0.02 17.79 0.02 16.78 0.15  4.36 0.18  3.22 0.19 -0.67  -17.8 4.9  0.5 -6.62
 930 3520.34 2014.61 22.26 0.05 21.39 0.04 18.90 0.20  3.74 0.03  0.50 0.07 -1.29 -166.2 1.5  4.8 -6.84
 931 3521.81 2712.49 18.55 0.03 18.44 0.02 17.74 0.14  3.94 0.03  1.92 0.07 -1.12  -13.2 2.9  1.7 -6.64
 932 3524.71 1929.48 20.84 0.03 20.33 0.02 18.67 0.20  3.83 0.03  1.01 0.07 -1.26  -60.5 1.7  6.0 -6.79
 933 3529.14 2046.97 21.94 0.04 20.86 0.03 19.43 0.18  3.69 0.02  0.70 0.06 -1.57  -56.3 1.4  0.8 -6.90
 934 3530.30 1850.61 23.09 0.06 21.82 0.06 20.12 0.20  3.66 0.02  0.33 0.06 -1.82  -81.4 1.0  1.1 -7.10
 935 3530.50 2771.00 18.80 0.02 18.69 0.02 17.77 0.14  3.94 0.03  1.82 0.07 -1.05  -20.0 2.6  2.1 -6.58
 936 3530.50  363.66 20.74 0.07 20.03 0.06 18.86 0.18  3.78 0.04  1.07 0.07 -1.40  -34.7 2.0  3.0 -6.88
 937 3538.35 3042.30 18.76 0.03 19.04 0.04 17.43 0.14  4.36 0.19  2.72 0.20 -0.80  -43.6 4.5  6.3 -6.96
 938 3538.77 2330.70 19.45 0.07 18.78 0.04 18.26 0.05  3.79 0.04  1.58 0.07 -1.37  -10.9 2.8  1.4 -6.76
 939 3543.06 2707.75 19.17 0.03 18.57 0.03 17.58 0.14  3.81 0.03  1.69 0.07 -0.93  -25.6 2.9  1.3 -6.33
 940 3543.26 2826.51 18.32 0.02 18.13 0.01 15.96 0.17  3.92 0.03  2.00 0.07 -0.14 -103.9 3.0  1.5 -5.60
 941 3543.35 2862.60 17.60 0.02 17.90 0.01 16.51 0.14  4.39 0.18  3.25 0.19 -0.47  -32.3 4.9  0.5 -6.46
 942 3545.06 2259.20 22.38 0.07 21.65 0.06 20.94 0.17  3.77 0.04  0.42 0.07 -2.35  -16.9 1.2 12.2 -7.92
 943 3547.72 3557.94 19.26 0.06 19.48 0.04 17.17 0.22  4.25 0.20  2.27 0.21 -0.62 -103.5 3.5  8.6 -6.69
 944 3548.39 1830.64 22.33 0.05 21.43 0.02 19.51 0.19  3.73 0.03  0.48 0.07 -1.56  -93.2 1.5  4.4 -7.11
 945 3553.09 3440.16 21.27 0.08 20.43 0.04 18.03 0.19  3.75 0.03  0.89 0.07 -0.95 -151.1 2.0  2.0 -6.44
 946 3557.13 2595.14 20.54 0.05 19.51 0.05 18.74 0.14  3.70 0.03  1.24 0.07 -1.42  -22.2 1.9  0.3 -6.63
 947 3562.87 3110.95 18.15 0.03 18.53 0.03 16.02 0.18  4.54 3.73  3.34 3.73 -0.16 -115.9 2.3  0.5 -6.08
 948 3563.18 2649.88 20.10 0.05 19.99 0.04 18.59 0.16  3.93 0.04  1.30 0.07 -1.27  -40.8 1.9  6.0 -6.91
 949 3564.07 4041.92 18.90 0.02 19.03 0.02 18.20 0.18  4.11 0.16  2.10 0.17 -1.28  -14.6 3.1  9.6 -7.11
 950 3565.44 2054.00 18.52 0.02 18.68 0.02 17.88 0.12  4.15 0.16  2.33 0.17 -1.17  -13.2 3.6  7.9 -7.02
 951 3565.61 2594.57 18.60 0.03 18.77 0.04 17.97 0.09  4.18 0.18  2.37 0.19 -1.21  -12.9 3.7  7.8 -7.11
 952 3567.61 2250.32 18.96 0.03 19.03 0.05 18.18 0.12  4.04 0.13  1.92 0.14 -1.26  -15.8 2.8 10.8 -6.98
 953 3569.51 2770.44 18.57 0.03 18.66 0.06 17.13 0.19  4.06 0.15  2.12 0.16 -0.67  -44.5 3.2  9.1 -6.39
 954 3571.30 3272.86 19.47 0.03 19.68 0.02 18.58 0.20  4.25 0.17  2.18 0.18 -1.36  -22.0 3.3  9.9 -7.43
 955 3571.35 2614.61 19.46 0.05 19.58 0.03 18.36 0.19  4.09 0.16  1.83 0.17 -1.22  -29.1 2.6 11.7 -7.07
 956 3572.02 1222.41 24.75 0.05 23.68 0.04 21.92 0.20  3.69 0.02 -0.43 0.06 -2.54  -81.8 0.8 32.0 -8.18
 957 3572.99 4340.00 19.14 0.05 19.31 0.03 16.82 0.20  4.18 0.19  2.16 0.19 -0.47 -126.5 3.2  9.4 -6.42
 958 3574.90 2787.28 19.26 0.02 18.57 0.03 17.47 0.18  3.78 0.03  1.66 0.07 -0.86  -31.2 3.1  1.0 -6.23
 959 3577.31 2923.17 19.68 0.02 19.58 0.04 18.77 0.19  3.94 0.03  1.47 0.07 -1.48  -16.7 2.1  4.2 -7.10
 960 3577.72 3217.24 19.65 0.02 19.71 0.02 18.07 0.15  4.02 0.10  1.60 0.11 -1.03  -53.2 2.3 14.0 -6.78
 961 3579.12 3136.94 21.40 0.08 21.02 0.06 17.44 0.18  3.87 0.04  0.78 0.07 -0.68 -436.6 1.5 24.1 -6.35
 962 3579.25 1779.42 23.47 0.08 22.91 0.05 20.78 0.16  3.82 0.04 -0.03 0.07 -2.07 -104.1 1.0 39.2 -7.88
 963 3579.53 3628.21 17.92 0.01 18.37 0.02 17.36 0.13  4.54 3.73  3.44 3.73 -0.93  -15.1 2.3  0.5 -6.82
 964 3579.56 2742.82 18.52 0.03 18.60 0.02 16.86 0.07  4.04 0.12  2.10 0.14 -0.54  -58.4 3.1  9.3 -6.22
 965 3580.02 2682.25 18.52 0.06 18.67 0.07 17.65 0.19  4.15 0.21  2.33 0.22 -1.00  -20.4 3.6  7.7 -6.84
 966 3582.77 2823.75 19.26 0.02 19.14 0.03 18.35 0.15  3.93 0.03  1.64 0.07 -1.32  -15.9 2.3  2.9 -6.88
 967 3583.16 3272.60 18.45 0.02 18.66 0.02 17.40 0.13  4.23 0.17  2.54 0.18 -0.84  -28.9 4.1  6.9 -6.79
 968 3586.78 2321.24 19.94 0.04 18.98 0.03 17.90 0.04  3.71 0.03  1.46 0.07 -1.01  -34.4 2.7  0.3 -6.30
 969 3588.96 2826.31 20.32 0.03 19.78 0.02 17.79 0.18  3.83 0.03  1.22 0.07 -0.88  -88.8 2.0  3.8 -6.36
 970 3595.98 3303.40 19.20 0.03 19.05 0.03 17.41 0.18  3.93 0.03  1.66 0.07 -0.77  -55.0 2.3  2.8 -6.31
 971 3596.66 3577.23 19.70 0.02 19.26 0.02 18.23 0.15  3.85 0.03  1.46 0.07 -1.19  -26.0 2.2  2.6 -6.66
 972 3597.21 2830.06 20.18 0.04 19.95 0.03 17.85 0.21  3.90 0.03  1.26 0.07 -0.90 -100.0 1.8  5.9 -6.49
 973 3598.34 1475.38 20.52 0.03 19.73 0.02 19.12 0.17  3.76 0.03  1.18 0.07 -1.65  -14.2 2.4  1.6 -7.11
 974 3598.66 2849.51 18.99 0.02 19.22 0.02 17.99 0.16  4.27 0.17  2.43 0.18 -1.09  -26.1 3.9  7.9 -7.16
 975 3606.59 1871.53 18.90 0.03 19.13 0.04 18.36 0.11  4.27 0.18  2.46 0.19 -1.40  -11.1 4.0  7.5 -7.47
 976 3611.90 3113.54 17.73 0.02 18.15 0.02 16.63 0.14  4.54 3.73  3.51 3.73 -0.50  -35.3 2.3  0.5 -6.35
 977 3613.66 3940.35 18.93 0.01 18.97 0.02 17.99 0.14  4.01 0.09  1.87 0.11 -1.12  -21.4 2.6 11.5 -6.78
 978 3617.47 2631.34 18.61 0.03 18.65 0.03 17.54 0.17  4.01 0.09  1.99 0.10 -0.91  -26.6 2.8  2.2 -6.53
 979 3618.09  968.00 19.23 0.02 19.43 0.01 17.94 0.20  4.22 0.17  2.20 0.18 -1.01  -40.1 3.4  9.6 -7.02
 980 3621.06 3729.14 19.22 0.03 19.49 0.04 18.23 0.21  4.34 0.19  2.49 0.20 -1.18  -27.4 4.0  7.7 -7.37
 981 3621.61 2088.08 22.17 0.06 20.96 0.04 20.24 0.19  3.67 0.02  0.66 0.06 -2.02  -22.2 1.0  0.6 -7.19
 982 3623.55 3550.84 18.77 0.02 18.32 0.01 17.28 0.15  3.85 0.03  1.84 0.07 -0.80  -26.4 3.0  1.3 -6.21
 983 3625.15 2762.20 18.12 0.02 18.43 0.02 17.25 0.14  4.41 0.19  3.09 0.20 -0.82  -22.9 4.8  5.0 -6.92
 984 3625.27 3442.68 18.84 0.02 18.95 0.02 18.10 0.15  4.09 0.14  2.06 0.16 -1.23  -15.4 3.0  9.9 -7.00
 985 3626.27 2828.08 19.76 0.03 19.17 0.02 18.00 0.16  3.81 0.03  1.45 0.07 -1.06  -33.0 2.4  2.2 -6.49
 986 3627.63 4301.43 21.72 0.03 21.22 0.03 19.97 0.19  3.84 0.03  0.66 0.07 -1.84  -35.7 1.3 20.4 -7.46
 987 3630.65 1261.88 22.34 0.06 21.48 0.03 19.07 0.17  3.74 0.03  0.47 0.07 -1.36 -153.4 1.5  5.1 -6.92
 988 3631.10 1753.67 19.73 0.03 19.20 0.02 18.36 0.17  3.83 0.03  1.46 0.07 -1.29  -19.4 2.3  2.4 -6.73
 989 3631.58 1862.51 21.71 0.03 20.91 0.04 18.57 0.18  3.76 0.03  0.70 0.07 -1.17 -139.3 1.6  4.8 -6.70
 990 3631.66 1707.33 18.72 0.03 18.77 0.02 17.99 0.16  4.02 0.10  1.98 0.12 -1.20  -14.4 2.8 10.9 -6.85
 991 3632.37 3100.38 18.98 0.04 19.26 0.02 16.35 0.20  4.35 0.18  2.60 0.19 -0.27 -185.2 4.4  6.8 -6.45
 992 3632.47 4007.90 22.99 0.07 21.99 0.03 19.15 0.17  3.70 0.03  0.25 0.07 -1.38 -248.6 1.3  3.0 -6.93
 993 3634.56 2051.26 18.38 0.02 18.02 0.02 16.95 0.16  3.87 0.03  1.98 0.07 -0.66  -28.0 3.3  1.1 -6.08
 994 3635.10 2407.95 19.43 0.06 18.75 0.04 18.01 0.08  3.78 0.04  1.59 0.07 -1.17  -17.3 2.9  1.1 -6.56
 995 3637.63  572.68 24.29 0.04 23.07 0.04 21.27 0.17  3.66 0.02 -0.18 0.06 -2.27  -90.1 1.0  6.2 -7.84
 996 3637.91 2011.58 19.04 0.02 18.34 0.02 17.63 0.12  3.78 0.03  1.75 0.07 -1.03  -16.5 3.3  0.9 -6.38
 997 3639.99 3387.48 19.75 0.02 19.83 0.02 18.87 0.20  4.04 0.12  1.60 0.13 -1.49  -19.5 2.3 13.9 -7.28
 998 3641.97 2510.09 18.55 0.06 17.80 0.05 17.16 0.07  3.77 0.04  1.96 0.07 -0.86  -14.7 4.0  0.4 -6.18
 999 3642.07 2612.55 21.39 0.05 20.47 0.07 18.41 0.17  3.72 0.03  0.86 0.07 -1.12 -108.8 1.9  0.9 -6.56
1000 3643.20 2221.42 18.25 0.04 18.44 0.06 17.66 0.04  4.20 0.20  2.54 0.21 -1.11  -11.9 4.1  6.6 -7.00
1001 3644.11 2852.37 17.75 0.06 18.09 0.06 16.82 0.17  4.46 0.20  3.34 0.21 -0.63  -25.8 4.8  5.0 -6.70
1002 3644.67 3560.39 19.47 0.02 18.99 0.01 17.94 0.17  3.84 0.03  1.56 0.07 -1.07  -26.8 2.5  2.2 -6.51
1003 3645.24 1057.79 22.03 0.06 21.19 0.02 18.95 0.17  3.74 0.03  0.58 0.07 -1.32 -127.1 1.6  4.9 -6.87
1004 3645.78 2867.52 21.33 0.04 20.19 0.05 18.39 0.20  3.68 0.02  0.97 0.06 -1.12  -88.5 1.2  0.3 -6.21
1005 3651.44 2436.57 20.08 0.07 19.24 0.05 17.47 0.18  3.74 0.03  1.36 0.07 -0.76  -76.4 2.6  0.4 -6.14
1006 3654.54 1966.07 21.83 0.03 20.85 0.03 19.48 0.18  3.71 0.02  0.71 0.06 -1.60  -51.2 1.8  1.3 -7.06
1007 3657.31 2116.64 20.74 0.04 19.85 0.05 18.83 0.12  3.73 0.03  1.11 0.07 -1.41  -30.3 2.3  0.6 -6.82
1008 3658.04 2632.59 18.76 0.03 18.72 0.06 17.83 0.16  3.96 0.05  1.86 0.08 -1.06  -20.7 2.7  2.3 -6.63
1009 3659.98 3648.99 19.58 0.04 19.63 0.03 17.78 0.23  4.02 0.10  1.63 0.12 -0.89  -68.6 2.3 13.7 -6.64
1010 3660.41 1768.76 22.85 0.07 21.89 0.03 19.37 0.19  3.71 0.03  0.29 0.07 -1.48 -178.4 1.3  4.3 -7.04
1011 3661.95 2263.44 17.67 0.02 17.85 0.03 16.87 0.10  4.20 0.17  2.78 0.18 -0.70  -18.3 4.6  5.4 -6.52
1012 3662.56 3278.44 20.98 0.08 20.90 0.04 17.78 0.19  3.95 0.05  0.96 0.08 -0.83 -274.5 1.6 22.4 -6.61
1013 3664.28 2635.66 19.05 0.02 18.97 0.04 18.09 0.19  3.95 0.04  1.73 0.07 -1.18  -19.5 2.5  2.7 -6.75
1014 3665.37  932.47 19.65 0.02 19.67 0.02 18.83 0.18  3.99 0.07  1.55 0.09 -1.49  -17.6 2.2 14.5 -7.20
1015 3665.71 2388.58 21.89 0.06 20.73 0.03 19.63 0.19  3.67 0.02  0.75 0.06 -1.70  -38.0 1.2  0.6 -6.89
1016 3666.90 2379.29 20.22 0.03 19.30 0.04 18.54 0.13  3.72 0.03  1.33 0.07 -1.35  -20.5 2.7  0.5 -6.71
1017 3667.07 2397.83 20.19 0.02 18.98 0.03 18.17 0.10  3.67 0.02  1.46 0.06 -1.17  -25.4 1.6  0.0 -6.13
1018 3669.30 2667.26 19.85 0.06 19.74 0.05 18.68 0.15  3.94 0.04  1.40 0.07 -1.37  -25.6 2.0  4.7 -7.00
1019 3669.56 1785.26 18.17 0.02 18.34 0.01 17.15 0.13  4.17 0.16  2.53 0.17 -0.75  -26.1 4.1  6.6 -6.61
1020 3670.30 3115.98 19.97 0.04 19.53 0.02 18.58 0.19  3.85 0.03  1.35 0.07 -1.35  -22.8 2.1  3.6 -6.84
1021 3672.64 2261.40 20.75 0.05 19.74 0.03 19.24 0.15  3.70 0.03  1.15 0.07 -1.71  -13.4 2.1  0.5 -7.01
1022 3674.36 3395.53 18.94 0.02 19.06 0.02 17.43 0.17  4.10 0.15  2.06 0.16 -0.78  -50.8 3.0  9.9 -6.59
1023 3677.51 1367.96 20.54 0.05 19.78 0.03 18.35 0.20  3.76 0.03  1.16 0.07 -1.15  -49.9 2.3  2.1 -6.61
1024 3679.62 1551.74 18.43 0.02 18.36 0.02 17.77 0.08  3.95 0.04  1.98 0.07 -1.17  -10.7 2.9  1.7 -6.70
1025 3680.15 2409.77 18.67 0.02 18.82 0.03 17.89 0.15  4.13 0.16  2.23 0.17 -1.12  -17.6 3.4  8.6 -6.95
1026 3680.63 2944.19 18.48 0.03 18.59 0.02 16.95 0.21  4.08 0.15  2.20 0.16 -0.59  -50.6 3.3  8.8 -6.34
1027 3684.24 3419.17 20.48 0.08 19.37 0.03 16.25 0.15  3.68 0.03  1.30 0.07 -0.21 -336.1 1.6  0.2 -5.30
1028 3689.43 2442.78 20.27 0.03 19.50 0.03 18.90 0.09  3.76 0.03  1.27 0.07 -1.57  -13.9 2.5  1.5 -7.01
1029 3690.71 4314.83 19.34 0.05 19.46 0.03 17.53 0.21  4.09 0.16  1.87 0.17 -0.79  -72.0 2.7 11.4 -6.62
1030 3694.40 3425.30 18.94 0.03 18.93 0.02 17.46 0.17  3.97 0.05  1.80 0.08 -0.80  -46.9 2.6  2.6 -6.41
1031 3694.40 2410.85 19.57 0.03 19.47 0.05 18.77 0.14  3.94 0.04  1.51 0.07 -1.52  -13.4 2.1  4.0 -7.13
1032 3695.27  143.20 21.41 0.05 21.00 0.03 18.93 0.20  3.86 0.03  0.78 0.07 -1.33  -96.2 1.5 23.8 -6.97
1033 3697.79 1697.09 18.57 0.02 18.63 0.02 16.76 0.16  4.03 0.10  2.05 0.12 -0.48  -69.4 2.9  9.6 -6.12
1034 3699.18 1231.54 22.50 0.05 21.52 0.03 20.39 0.20  3.71 0.03  0.44 0.07 -2.00  -37.6 1.4  1.9 -7.50
1035 3700.06 3402.64 18.65 0.03 18.88 0.03 17.60 0.21  4.27 0.18  2.55 0.19 -0.92  -28.3 4.2  7.0 -6.95
1036 3701.49 4104.67 22.58 0.06 21.71 0.03 19.39 0.19  3.74 0.03  0.37 0.07 -1.49 -140.6 1.3  7.0 -7.06
1037 3702.80 2488.69 20.25 0.04 20.03 0.04 19.20 0.18  3.91 0.03  1.23 0.07 -1.63  -18.6 1.8  6.1 -7.24
1038 3703.55 2171.36 19.67 0.02 19.57 0.03 18.31 0.17  3.94 0.03  1.47 0.07 -1.18  -34.1 2.1  4.2 -6.80
1039 3706.73 2910.02 16.95 0.02 17.27 0.02 16.42 0.10  4.42 0.19  3.58 0.20 -0.60  -12.2 4.9  5.0 -6.49
1040 3707.55 3761.91 19.61 0.04 19.68 0.05 18.76 0.17  4.03 0.12  1.64 0.13 -1.46  -18.4 2.3 13.9 -7.22
1041 3707.57 3315.72 18.41 0.02 18.27 0.02 17.24 0.15  3.93 0.03  1.97 0.07 -0.80  -24.0 2.9  1.6 -6.30
1042 3709.60 2486.61 18.92 0.03 19.25 0.02 18.07 0.17  4.45 0.19  2.85 0.20 -1.15  -22.4 4.8  6.6 -7.45
1043 3710.26 2434.08 18.79 0.02 18.63 0.02 17.94 0.07  3.92 0.03  1.82 0.07 -1.20  -12.8 2.7  2.1 -6.72
1044 3711.73 2752.63 19.02 0.04 19.15 0.07 18.10 0.15  4.10 0.18  2.03 0.19 -1.16  -22.0 3.0  9.9 -6.98
1045 3712.57 4057.28 22.14 0.05 21.63 0.04 20.40 0.18  3.83 0.03  0.49 0.07 -2.02  -34.7 1.3 30.0 -7.68
1046 3712.75  360.47 23.17 0.03 22.17 0.04 21.23 0.20  3.71 0.02  0.18 0.06 -2.37  -28.6 1.2  6.2 -7.94
1047 3714.24  575.83 20.81 0.02 20.24 0.02 19.56 0.17  3.82 0.03  1.03 0.07 -1.82  -14.7 1.7  5.5 -7.32
1048 3715.02 1238.28 21.22 0.04 20.68 0.04 19.91 0.18  3.82 0.03  0.86 0.07 -1.93  -17.2 1.5  8.2 -7.47
1049 3716.27 2266.42 18.83 0.02 18.90 0.02 17.78 0.15  4.03 0.10  1.94 0.12 -1.01  -25.6 2.8 10.9 -6.69
1050 3719.50 3401.05 21.16 0.05 20.27 0.02 18.04 0.20  3.73 0.03  0.94 0.07 -0.96 -128.5 2.0  0.8 -6.41
1051 3721.60 3712.67 19.46 0.04 19.55 0.03 17.11 0.21  4.06 0.14  1.76 0.15 -0.59 -126.1 2.5 12.6 -6.38
1052 3721.67 1778.13 19.73 0.02 19.64 0.02 18.89 0.18  3.94 0.04  1.46 0.07 -1.55  -15.1 2.1  4.4 -7.18
1053 3721.78 3809.96 19.66 0.02 19.69 0.03 18.15 0.19  4.00 0.07  1.55 0.10 -1.08  -48.9 2.2 14.8 -6.79
1054 3722.05 2079.95 19.55 0.05 18.89 0.03 18.23 0.03  3.79 0.03  1.54 0.07 -1.29  -14.8 2.7  1.5 -6.69
1055 3722.21 2180.59 21.07 0.08 20.23 0.04 18.99 0.19  3.74 0.03  0.97 0.07 -1.43  -40.4 2.0  1.4 -6.89
1056 3724.49 1343.84 18.88 0.02 19.14 0.02 18.05 0.13  4.32 0.18  2.58 0.19 -1.15  -20.8 4.3  7.1 -7.28
1057 3724.87 2743.16 20.37 0.03 19.84 0.03 17.87 0.20  3.83 0.03  1.20 0.07 -0.91  -87.1 1.9  4.0 -6.41
1058 3726.19 2121.74 18.38 0.04 18.46 0.02 17.80 0.10  4.04 0.13  2.15 0.14 -1.19  -10.4 3.1  9.1 -6.85
1059 3726.97 1212.81 22.33 0.03 21.48 0.04 19.53 0.09  3.74 0.03  0.47 0.07 -1.57  -93.9 1.5  5.2 -7.13
1060 3727.27 3643.27 19.76 0.04 19.37 0.04 18.09 0.19  3.86 0.03  1.43 0.07 -1.08  -37.5 2.1  3.2 -6.57
1061 3728.11 1129.08 21.71 0.06 20.74 0.04 19.85 0.19  3.71 0.03  0.75 0.07 -1.84  -26.2 1.8  1.3 -7.29
1062 3731.30 2010.95 20.25 0.03 19.52 0.03 18.81 0.17  3.77 0.03  1.27 0.07 -1.50  -16.7 2.4  1.8 -6.94
1063 3734.46 2867.22 18.64 0.02 18.61 0.02 17.94 0.15  3.97 0.05  1.91 0.08 -1.19  -13.5 2.8  2.1 -6.76
1064 3736.20 2476.33 19.52 0.07 18.77 0.03 17.79 0.10  3.77 0.03  1.57 0.07 -1.00  -26.8 3.1  0.9 -6.40
1065 3737.63 3084.07 22.05 0.06 21.61 0.03 18.81 0.19  3.85 0.03  0.52 0.07 -1.25 -206.1 1.3 30.8 -6.95
1066 3738.67 1818.23 22.75 0.06 21.72 0.03 19.37 0.17  3.70 0.03  0.36 0.07 -1.48 -153.8 1.3  2.2 -6.98
1067 3738.76 3562.25 19.35 0.02 19.49 0.02 18.23 0.16  4.13 0.16  1.95 0.17 -1.17  -30.1 2.8 11.2 -7.05
1068 3739.05 3810.99 19.01 0.04 19.00 0.05 17.91 0.15  3.97 0.06  1.78 0.09 -1.05  -27.9 2.5  2.6 -6.66
1069 3741.78 2369.42 19.32 0.09 18.77 0.04 18.04 0.11  3.82 0.04  1.63 0.07 -1.20  -15.9 2.6  1.8 -6.60
1070 3742.79 3004.40 18.62 0.02 18.44 0.02 17.13 0.19  3.92 0.03  1.89 0.07 -0.70  -37.0 2.8  1.7 -6.19
1071 3744.01 3282.40 20.18 0.04 19.56 0.02 18.95 0.13  3.80 0.03  1.29 0.07 -1.60  -13.1 2.1  2.9 -7.04
1072 3744.23 2286.15 19.21 0.02 18.57 0.03 17.73 0.07  3.80 0.03  1.68 0.07 -1.03  -20.5 3.0  1.2 -6.41
1073 3744.43 2758.32 20.49 0.03 19.59 0.03 19.03 0.13  3.73 0.03  1.22 0.07 -1.62  -14.0 2.5  0.5 -7.01
1074 3746.64 3166.82 19.39 0.05 19.51 0.03 16.96 0.19  4.10 0.17  1.87 0.18 -0.52 -141.9 2.7 11.3 -6.38
1075 3747.38 3107.30 18.74 0.03 18.56 0.02 17.04 0.11  3.92 0.03  1.83 0.07 -0.63  -48.9 2.8  1.7 -6.14
1076 3747.85 2577.41 20.90 0.04 20.07 0.04 19.03 0.18  3.75 0.03  1.03 0.07 -1.48  -30.2 2.2  1.7 -6.96
1077 3749.58 3521.01 18.44 0.03 18.38 0.02 15.87 0.16  3.95 0.04  1.98 0.07 -0.08 -150.4 2.9  1.8 -5.62
1078 3753.32 2309.76 21.38 0.05 20.36 0.03 19.51 0.19  3.70 0.03  0.90 0.07 -1.71  -25.1 1.8  0.7 -7.05
1079 3755.07 1503.82 18.18 0.01 18.38 0.03 17.66 0.07  4.21 0.17  2.60 0.18 -1.14  -10.4 4.3  6.4 -7.04
1080 3756.04 2766.68 20.46 0.03 19.83 0.02 18.48 0.20  3.80 0.03  1.18 0.07 -1.22  -43.3 2.0  3.5 -6.68
1081 3756.39 2795.36 18.79 0.03 18.97 0.03 18.21 0.14  4.19 0.17  2.32 0.18 -1.34  -11.3 3.6  8.2 -7.27
1082 3757.56 3245.68 20.42 0.03 19.99 0.02 19.24 0.17  3.85 0.03  1.17 0.07 -1.68  -15.9 1.8  5.4 -7.20
1083 3760.65 1585.09 20.83 0.03 20.16 0.03 18.40 0.19  3.79 0.03  1.03 0.07 -1.14  -71.8 1.8  4.4 -6.62
1084 3760.83 1344.97 19.29 0.02 19.49 0.03 18.47 0.19  4.22 0.17  2.18 0.18 -1.33  -19.9 3.3  9.5 -7.34
1085 3767.84 1955.02 20.54 0.05 19.95 0.03 18.34 0.20  3.81 0.03  1.14 0.07 -1.13  -58.7 1.9  3.7 -6.62
1086 3769.17 2398.40 20.66 0.03 20.02 0.04 19.21 0.17  3.80 0.03  1.10 0.07 -1.63  -19.5 1.9  4.2 -7.09
1087 3769.18 2872.57 18.03 0.02 18.43 0.02 16.98 0.15  4.54 3.73  3.39 3.73 -0.66  -32.2 2.3  0.5 -6.56
1088 3769.37 2968.71 18.33 0.02 18.21 0.01 16.82 0.08  3.93 0.03  2.01 0.07 -0.56  -40.5 3.0  1.6 -6.05
1089 3771.40 1432.34 20.52 0.03 19.76 0.02 18.02 0.19  3.77 0.03  1.17 0.07 -0.99  -71.7 2.3  2.1 -6.44
1090 3773.29 1978.96 21.58 0.06 20.79 0.02 18.24 0.16  3.76 0.03  0.75 0.07 -1.03 -172.3 1.7  4.9 -6.54
1091 3774.36  832.84 22.56 0.07 21.62 0.03 19.90 0.20  3.72 0.03  0.40 0.07 -1.73  -75.6 1.4  3.3 -7.28
1092 3775.27 1867.21 18.22 0.02 18.26 0.02 17.28 0.14  4.01 0.09  2.16 0.11 -0.84  -21.4 3.2  1.5 -6.44
1093 3780.90 1949.91 18.17 0.02 18.40 0.03 17.37 0.16  4.26 0.17  2.72 0.18 -0.90  -19.0 4.5  5.9 -6.86
1094 3781.42 2813.86 20.77 0.06 20.20 0.04 17.64 0.20  3.82 0.03  1.05 0.07 -0.79 -164.7 1.7  5.6 -6.28
1095 3782.42 2332.70 21.30 0.03 20.30 0.02 19.12 0.17  3.71 0.02  0.93 0.06 -1.48  -40.1 1.9  0.8 -6.87
1096 3784.01 2594.93 19.26 0.03 19.36 0.03 18.36 0.16  4.07 0.14  1.85 0.15 -1.28  -20.0 2.7 11.7 -7.07
1097 3784.73 3044.05 17.74 0.02 17.81 0.02 16.64 0.17  4.04 0.12  2.40 0.13 -0.54  -27.4 3.8  1.0 -6.15
1098 3786.94 1564.86 21.71 0.03 21.18 0.03 20.10 0.18  3.83 0.03  0.67 0.07 -1.92  -28.4 1.3 13.2 -7.52
